match_id,seat_zone,opponent_tier,ea_opponent_strength,team_position,weekday_match,top_player_injured,league_winner_known,holidays,weather_forecast,competing_city_events,days_until_match,flights_to_barcelona_index,google_trends_index,internal_search_trends,web_visits,web_conversion_rate,social_media_sentiment,zone_historical_sales,zone_seats_availability,ticket_availability_pct,competitor_avg_price,ticket_price
100,Gol Nord,A,88,1,True,False,False,False,Sunny,False,83,20,20,169,5000,0.005,-0.0543,239,14761,0.9841,56.43,59.05
100,Gol Sud,A,88,1,True,False,False,False,Sunny,False,83,20,20,169,5000,0.005,-0.0543,284,14716,0.9811,55.13,53.47
100,Lateral,A,88,1,True,False,False,False,Sunny,False,83,20,20,169,5000,0.005,-0.0543,381,29619,0.9873,146.05,170.3
100,Tribuna,A,88,1,True,False,False,False,Sunny,False,83,20,20,169,5000,0.005,-0.0543,324,24676,0.987,258.36,269.02
100,VIP,A,88,1,True,False,False,False,Sunny,False,83,20,20,169,5000,0.005,-0.0543,78,3922,0.9805,487.61,541.42
100,Gol Nord,A,88,1,True,False,False,False,Sunny,False,82,20,20,117,5000,0.005,0.0939,336,14664,0.9776,61.6,53.21
100,Gol Sud,A,88,1,True,False,False,False,Sunny,False,82,20,20,117,5000,0.005,0.0939,381,14619,0.9746,48.89,57.66
100,Lateral,A,88,1,True,False,False,False,Sunny,False,82,20,20,117,5000,0.005,0.0939,469,29531,0.9844,144.55,166.08
100,Tribuna,A,88,1,True,False,False,False,Sunny,False,82,20,20,117,5000,0.005,0.0939,430,24570,0.9828,307.4,295.04
100,VIP,A,88,1,True,False,False,False,Sunny,False,82,20,20,117,5000,0.005,0.0939,98,3902,0.9755,536.8,618.29
100,Gol Nord,A,88,1,True,False,False,False,Sunny,False,81,20,20,109,5000,0.005,0.0848,405,14595,0.973,54.64,55.95
100,Gol Sud,A,88,1,True,False,False,False,Sunny,False,81,20,20,109,5000,0.005,0.0848,473,14527,0.9685,46.61,52.01
100,Lateral,A,88,1,True,False,False,False,Sunny,False,81,20,20,109,5000,0.005,0.0848,630,29370,0.979,166.51,150.66
100,Tribuna,A,88,1,True,False,False,False,Sunny,False,81,20,20,109,5000,0.005,0.0848,556,24444,0.9778,249.23,276.68
100,VIP,A,88,1,True,False,False,False,Sunny,False,81,20,20,109,5000,0.005,0.0848,113,3887,0.9718,619.55,526.67
100,Gol Nord,A,88,1,True,False,False,False,Sunny,False,80,20,20,150,5000,0.0051,-0.0846,458,14542,0.9695,61.41,51.49
100,Gol Sud,A,88,1,True,False,False,False,Sunny,False,80,20,20,150,5000,0.0051,-0.0846,525,14475,0.965,56.81,55.33
100,Lateral,A,88,1,True,False,False,False,Sunny,False,80,20,20,150,5000,0.0051,-0.0846,785,29215,0.9738,128.21,159.74
100,Tribuna,A,88,1,True,False,False,False,Sunny,False,80,20,20,150,5000,0.0051,-0.0846,670,24330,0.9732,256.87,280.41
100,VIP,A,88,1,True,False,False,False,Sunny,False,80,20,20,150,5000,0.0051,-0.0846,126,3874,0.9685,536.49,538.04
100,Gol Nord,A,88,1,True,False,False,False,Sunny,False,79,20,20,188,5000,0.0051,0.0418,561,14439,0.9626,55.82,54.9
100,Gol Sud,A,88,1,True,False,False,False,Sunny,False,79,20,20,188,5000,0.0051,0.0418,567,14433,0.9622,47.65,51.78
100,Lateral,A,88,1,True,False,False,False,Sunny,False,79,20,20,188,5000,0.0051,0.0418,914,29086,0.9695,168.19,161.82
100,Tribuna,A,88,1,True,False,False,False,Sunny,False,79,20,20,188,5000,0.0051,0.0418,768,24232,0.9693,328.25,288.98
100,VIP,A,88,1,True,False,False,False,Sunny,False,79,20,20,188,5000,0.0051,0.0418,146,3854,0.9635,466.18,552.07
100,Gol Nord,A,88,1,True,False,False,False,Sunny,False,78,20,20,106,5000,0.0056,-0.1076,606,14394,0.9596,50.21,57.41
100,Gol Sud,A,88,1,True,False,False,False,Sunny,False,78,20,20,106,5000,0.0056,-0.1076,664,14336,0.9557,65.84,57.07
100,Lateral,A,88,1,True,False,False,False,Sunny,False,78,20,20,106,5000,0.0056,-0.1076,1013,28987,0.9662,190.22,161.8
100,Tribuna,A,88,1,True,False,False,False,Sunny,False,78,20,20,106,5000,0.0056,-0.1076,931,24069,0.9628,245.88,265.53
100,VIP,A,88,1,True,False,False,False,Sunny,False,78,20,20,106,5000,0.0056,-0.1076,171,3829,0.9573,451.17,482.63
100,Gol Nord,A,88,1,True,False,False,False,Sunny,False,77,20,20,100,5000,0.0098,-0.04,649,14351,0.9567,49.61,55.74
100,Gol Sud,A,88,1,True,False,False,False,Sunny,False,77,20,20,100,5000,0.0098,-0.04,775,14225,0.9483,54.03,54.82
100,Lateral,A,88,1,True,False,False,False,Sunny,False,77,20,20,100,5000,0.0098,-0.04,1127,28873,0.9624,131.11,154.74
100,Tribuna,A,88,1,True,False,False,False,Sunny,False,77,20,20,100,5000,0.0098,-0.04,1027,23973,0.9589,233.12,255.16
100,VIP,A,88,1,True,False,False,False,Sunny,False,77,20,20,100,5000,0.0098,-0.04,197,3803,0.9507,498.62,539.88
100,Gol Nord,A,88,1,True,False,False,False,Sunny,False,76,20,20,290,5000,0.006,-0.1688,710,14290,0.9527,50.83,53.23
100,Gol Sud,A,88,1,True,False,False,False,Sunny,False,76,20,20,290,5000,0.006,-0.1688,880,14120,0.9413,63.32,54.67
100,Lateral,A,88,1,True,False,False,False,Sunny,False,76,20,20,290,5000,0.006,-0.1688,1250,28750,0.9583,182.1,160.67
100,Tribuna,A,88,1,True,False,False,False,Sunny,False,76,20,20,290,5000,0.006,-0.1688,1158,23842,0.9537,228.43,268.02
100,VIP,A,88,1,True,False,False,False,Sunny,False,76,20,20,290,5000,0.006,-0.1688,216,3784,0.946,486.11,562.28
100,Gol Nord,A,88,1,True,False,False,False,Sunny,False,75,21,20,157,5000,0.005,0.0383,836,14164,0.9443,45.51,53.08
100,Gol Sud,A,88,1,True,False,False,False,Sunny,False,75,21,20,157,5000,0.005,0.0383,977,14023,0.9349,43.6,53.23
100,Lateral,A,88,1,True,False,False,False,Sunny,False,75,21,20,157,5000,0.005,0.0383,1340,28660,0.9553,182.52,159.39
100,Tribuna,A,88,1,True,False,False,False,Sunny,False,75,21,20,157,5000,0.005,0.0383,1384,23616,0.9446,237.1,279.9
100,VIP,A,88,1,True,False,False,False,Sunny,False,75,21,20,157,5000,0.005,0.0383,254,3746,0.9365,592.32,547.23
100,Gol Nord,A,88,1,True,False,False,False,Sunny,False,74,20,20,303,5000,0.0059,0.1112,941,14059,0.9373,52.8,48.86
100,Gol Sud,A,88,1,True,False,False,False,Sunny,False,74,20,20,303,5000,0.0059,0.1112,1065,13935,0.929,60.94,54.77
100,Lateral,A,88,1,True,False,False,False,Sunny,False,74,20,20,303,5000,0.0059,0.1112,1590,28410,0.947,185.23,167.7
100,Tribuna,A,88,1,True,False,False,False,Sunny,False,74,20,20,303,5000,0.0059,0.1112,1513,23487,0.9395,264.79,278.82
100,VIP,A,88,1,True,False,False,False,Sunny,False,74,20,20,303,5000,0.0059,0.1112,282,3718,0.9295,592.09,561.89
100,Gol Nord,A,88,1,True,False,False,False,Sunny,False,73,20,20,105,5000,0.005,-0.059,1017,13983,0.9322,44.61,54.01
100,Gol Sud,A,88,1,True,False,False,False,Sunny,False,73,20,20,105,5000,0.005,-0.059,1180,13820,0.9213,51.96,52.29
100,Lateral,A,88,1,True,False,False,False,Sunny,False,73,20,20,105,5000,0.005,-0.059,1772,28228,0.9409,202.21,176.76
100,Tribuna,A,88,1,True,False,False,False,Sunny,False,73,20,20,105,5000,0.005,-0.059,1695,23305,0.9322,321.87,301.5
100,VIP,A,88,1,True,False,False,False,Sunny,False,73,20,20,105,5000,0.005,-0.059,316,3684,0.921,533.02,526.8
100,Gol Nord,A,88,1,True,False,False,False,Sunny,False,72,20,20,265,5000,0.0067,-0.1338,1100,13900,0.9267,52.4,58.25
100,Gol Sud,A,88,1,True,False,False,False,Sunny,False,72,20,20,265,5000,0.0067,-0.1338,1303,13697,0.9131,67.36,59.07
100,Lateral,A,88,1,True,False,False,False,Sunny,False,72,20,20,265,5000,0.0067,-0.1338,2011,27989,0.933,162.21,164.04
100,Tribuna,A,88,1,True,False,False,False,Sunny,False,72,20,20,265,5000,0.0067,-0.1338,1857,23143,0.9257,258.16,278.3
100,VIP,A,88,1,True,False,False,False,Sunny,False,72,20,20,265,5000,0.0067,-0.1338,334,3666,0.9165,700.94,601.82
100,Gol Nord,A,88,1,True,False,False,False,Sunny,False,71,22,20,273,5127,0.0109,-0.0128,1165,13835,0.9223,61.27,57.76
100,Gol Sud,A,88,1,True,False,False,False,Sunny,False,71,22,20,273,5127,0.0109,-0.0128,1376,13624,0.9083,66.63,61.97
100,Lateral,A,88,1,True,False,False,False,Sunny,False,71,22,20,273,5127,0.0109,-0.0128,2268,27732,0.9244,159.81,158.54
100,Tribuna,A,88,1,True,False,False,False,Sunny,False,71,22,20,273,5127,0.0109,-0.0128,2096,22904,0.9162,246.3,268.12
100,VIP,A,88,1,True,False,False,False,Sunny,False,71,22,20,273,5127,0.0109,-0.0128,368,3632,0.908,484.18,546.37
100,Gol Nord,A,88,1,True,False,False,False,Sunny,False,70,20,20,156,5070,0.005,-0.0102,1275,13725,0.915,46.95,56.61
100,Gol Sud,A,88,1,True,False,False,False,Sunny,False,70,20,20,156,5070,0.005,-0.0102,1475,13525,0.9017,57.71,56.98
100,Lateral,A,88,1,True,False,False,False,Sunny,False,70,20,20,156,5070,0.005,-0.0102,2342,27658,0.9219,169.24,155.65
100,Tribuna,A,88,1,True,False,False,False,Sunny,False,70,20,20,156,5070,0.005,-0.0102,2324,22676,0.907,291.71,271.45
100,VIP,A,88,1,True,False,False,False,Sunny,False,70,20,20,156,5070,0.005,-0.0102,393,3607,0.9018,577.32,595.0
100,Gol Nord,A,88,1,True,False,False,False,Sunny,False,69,20,20,100,5000,0.0082,-0.1794,1360,13640,0.9093,59.54,54.92
100,Gol Sud,A,88,1,True,False,False,False,Sunny,False,69,20,20,100,5000,0.0082,-0.1794,1594,13406,0.8937,59.63,58.35
100,Lateral,A,88,1,True,False,False,False,Sunny,False,69,20,20,100,5000,0.0082,-0.1794,2500,27500,0.9167,153.09,154.77
100,Tribuna,A,88,1,True,False,False,False,Sunny,False,69,20,20,100,5000,0.0082,-0.1794,2523,22477,0.8991,250.15,285.75
100,VIP,A,88,1,True,False,False,False,Sunny,False,69,20,20,100,5000,0.0082,-0.1794,428,3572,0.893,582.64,564.93
100,Gol Nord,A,88,1,True,False,False,False,Sunny,False,68,20,20,100,7223,0.007,-0.0575,1468,13532,0.9021,52.9,59.65
100,Gol Sud,A,88,1,True,False,False,False,Sunny,False,68,20,20,100,7223,0.007,-0.0575,1686,13314,0.8876,45.52,56.6
100,Lateral,A,88,1,True,False,False,False,Sunny,False,68,20,20,100,7223,0.007,-0.0575,2759,27241,0.908,162.84,174.92
100,Tribuna,A,88,1,True,False,False,False,Sunny,False,68,20,20,100,7223,0.007,-0.0575,2701,22299,0.892,266.69,288.15
100,VIP,A,88,1,True,False,False,False,Sunny,False,68,20,20,100,7223,0.007,-0.0575,464,3536,0.884,551.6,542.71
100,Gol Nord,A,88,1,True,False,False,False,Sunny,False,67,29,20,243,5000,0.0122,0.1911,1563,13437,0.8958,60.94,52.08
100,Gol Sud,A,88,1,True,False,False,False,Sunny,False,67,29,20,243,5000,0.0122,0.1911,1786,13214,0.8809,53.5,49.9
100,Lateral,A,88,1,True,False,False,False,Sunny,False,67,29,20,243,5000,0.0122,0.1911,2975,27025,0.9008,191.95,166.83
100,Tribuna,A,88,1,True,False,False,False,Sunny,False,67,29,20,243,5000,0.0122,0.1911,2788,22212,0.8885,270.09,274.63
100,VIP,A,88,1,True,False,False,False,Sunny,False,67,29,20,243,5000,0.0122,0.1911,488,3512,0.878,461.92,561.08
100,Gol Nord,A,88,1,True,False,False,False,Sunny,False,66,22,23,402,5000,0.005,0.2026,1690,13310,0.8873,62.27,58.32
100,Gol Sud,A,88,1,True,False,False,False,Sunny,False,66,22,23,402,5000,0.005,0.2026,1885,13115,0.8743,51.66,56.97
100,Lateral,A,88,1,True,False,False,False,Sunny,False,66,22,23,402,5000,0.005,0.2026,3173,26827,0.8942,144.2,162.24
100,Tribuna,A,88,1,True,False,False,False,Sunny,False,66,22,23,402,5000,0.005,0.2026,2920,22080,0.8832,239.42,276.75
100,VIP,A,88,1,True,False,False,False,Sunny,False,66,22,23,402,5000,0.005,0.2026,523,3477,0.8692,468.22,523.55
100,Gol Nord,A,88,1,True,False,False,False,Sunny,False,65,20,20,141,6165,0.0095,0.2171,1808,13192,0.8795,67.44,56.42
100,Gol Sud,A,88,1,True,False,False,False,Sunny,False,65,20,20,141,6165,0.0095,0.2171,2045,12955,0.8637,62.7,56.99
100,Lateral,A,88,1,True,False,False,False,Sunny,False,65,20,20,141,6165,0.0095,0.2171,3423,26577,0.8859,171.96,159.18
100,Tribuna,A,88,1,True,False,False,False,Sunny,False,65,20,20,141,6165,0.0095,0.2171,3077,21923,0.8769,232.87,287.81
100,VIP,A,88,1,True,False,False,False,Sunny,False,65,20,20,141,6165,0.0095,0.2171,560,3440,0.86,604.75,569.08
100,Gol Nord,A,88,1,True,False,False,False,Sunny,False,64,20,20,100,5000,0.005,0.1887,1990,13010,0.8673,62.42,55.94
100,Gol Sud,A,88,1,True,False,False,False,Sunny,False,64,20,20,100,5000,0.005,0.1887,2128,12872,0.8581,60.73,56.05
100,Lateral,A,88,1,True,False,False,False,Sunny,False,64,20,20,100,5000,0.005,0.1887,3836,26164,0.8721,182.37,171.17
100,Tribuna,A,88,1,True,False,False,False,Sunny,False,64,20,20,100,5000,0.005,0.1887,3271,21729,0.8692,232.38,281.34
100,VIP,A,88,1,True,False,False,False,Sunny,False,64,20,20,100,5000,0.005,0.1887,611,3389,0.8472,535.09,528.54
100,Gol Nord,A,88,1,True,False,False,False,Sunny,False,63,37,20,101,6557,0.0106,0.2202,2069,12931,0.8621,66.08,58.24
100,Gol Sud,A,88,1,True,False,False,False,Sunny,False,63,37,20,101,6557,0.0106,0.2202,2189,12811,0.8541,55.07,56.51
100,Lateral,A,88,1,True,False,False,False,Sunny,False,63,37,20,101,6557,0.0106,0.2202,4009,25991,0.8664,145.49,175.4
100,Tribuna,A,88,1,True,False,False,False,Sunny,False,63,37,20,101,6557,0.0106,0.2202,3533,21467,0.8587,258.65,306.54
100,VIP,A,88,1,True,False,False,False,Sunny,False,63,37,20,101,6557,0.0106,0.2202,642,3358,0.8395,578.42,508.62
100,Gol Nord,A,88,1,True,False,False,False,Sunny,False,62,20,20,213,5000,0.0152,0.4213,2230,12770,0.8513,67.09,56.23
100,Gol Sud,A,88,1,True,False,False,False,Sunny,False,62,20,20,213,5000,0.0152,0.4213,2259,12741,0.8494,45.25,54.86
100,Lateral,A,88,1,True,False,False,False,Sunny,False,62,20,20,213,5000,0.0152,0.4213,4214,25786,0.8595,186.35,174.47
100,Tribuna,A,88,1,True,False,False,False,Sunny,False,62,20,20,213,5000,0.0152,0.4213,3778,21222,0.8489,249.47,286.64
100,VIP,A,88,1,True,False,False,False,Sunny,False,62,20,20,213,5000,0.0152,0.4213,673,3327,0.8317,499.58,519.52
100,Gol Nord,A,88,1,True,False,False,False,Sunny,False,61,21,20,432,8497,0.0123,0.3728,2313,12687,0.8458,68.22,57.09
100,Gol Sud,A,88,1,True,False,False,False,Sunny,False,61,21,20,432,8497,0.0123,0.3728,2406,12594,0.8396,60.62,53.97
100,Lateral,A,88,1,True,False,False,False,Sunny,False,61,21,20,432,8497,0.0123,0.3728,4410,25590,0.853,141.14,150.85
100,Tribuna,A,88,1,True,False,False,False,Sunny,False,61,21,20,432,8497,0.0123,0.3728,3968,21032,0.8413,226.05,259.39
100,VIP,A,88,1,True,False,False,False,Sunny,False,61,21,20,432,8497,0.0123,0.3728,721,3279,0.8197,654.95,568.9
100,Gol Nord,A,88,1,True,False,False,False,Sunny,False,60,20,28,108,5000,0.005,0.0816,2440,12560,0.8373,53.98,59.49
100,Gol Sud,A,88,1,True,False,False,False,Sunny,False,60,20,28,108,5000,0.005,0.0816,2540,12460,0.8307,45.88,55.23
100,Lateral,A,88,1,True,False,False,False,Sunny,False,60,20,28,108,5000,0.005,0.0816,4590,25410,0.847,169.42,162.33
100,Tribuna,A,88,1,True,False,False,False,Sunny,False,60,20,28,108,5000,0.005,0.0816,4147,20853,0.8341,208.11,254.78
100,VIP,A,88,1,True,False,False,False,Sunny,False,60,20,28,108,5000,0.005,0.0816,759,3241,0.8103,533.07,613.86
100,Gol Nord,A,88,1,True,False,False,False,Sunny,False,59,33,22,446,5000,0.0095,-0.0002,2600,12400,0.8267,59.91,58.6
100,Gol Sud,A,88,1,True,False,False,False,Sunny,False,59,33,22,446,5000,0.0095,-0.0002,2667,12333,0.8222,54.29,58.09
100,Lateral,A,88,1,True,False,False,False,Sunny,False,59,33,22,446,5000,0.0095,-0.0002,4938,25062,0.8354,194.36,166.96
100,Tribuna,A,88,1,True,False,False,False,Sunny,False,59,33,22,446,5000,0.0095,-0.0002,4474,20526,0.821,301.1,297.24
100,VIP,A,88,1,True,False,False,False,Sunny,False,59,33,22,446,5000,0.0095,-0.0002,799,3201,0.8003,666.33,571.67
100,Gol Nord,A,88,1,True,False,False,False,Sunny,False,58,25,27,100,5000,0.005,0.304,2737,12263,0.8175,69.83,59.16
100,Gol Sud,A,88,1,True,False,False,False,Sunny,False,58,25,27,100,5000,0.005,0.304,2826,12174,0.8116,53.45,61.3
100,Lateral,A,88,1,True,False,False,False,Sunny,False,58,25,27,100,5000,0.005,0.304,5222,24778,0.8259,148.72,179.16
100,Tribuna,A,88,1,True,False,False,False,Sunny,False,58,25,27,100,5000,0.005,0.304,4685,20315,0.8126,243.91,295.69
100,VIP,A,88,1,True,False,False,False,Sunny,False,58,25,27,100,5000,0.005,0.304,849,3151,0.7877,570.37,537.57
100,Gol Nord,A,88,1,True,False,False,False,Sunny,False,57,21,20,414,10125,0.0188,0.2304,2901,12099,0.8066,73.59,61.44
100,Gol Sud,A,88,1,True,False,False,False,Sunny,False,57,21,20,414,10125,0.0188,0.2304,2898,12102,0.8068,49.51,50.5
100,Lateral,A,88,1,True,False,False,False,Sunny,False,57,21,20,414,10125,0.0188,0.2304,5533,24467,0.8156,187.65,174.03
100,Tribuna,A,88,1,True,False,False,False,Sunny,False,57,21,20,414,10125,0.0188,0.2304,4941,20059,0.8024,300.39,268.83
100,VIP,A,88,1,True,False,False,False,Sunny,False,57,21,20,414,10125,0.0188,0.2304,886,3114,0.7785,506.09,572.75
100,Gol Nord,A,88,1,True,False,False,False,Sunny,False,56,31,32,463,10158,0.0218,0.0412,3047,11953,0.7969,66.92,59.9
100,Gol Sud,A,88,1,True,False,False,False,Sunny,False,56,31,32,463,10158,0.0218,0.0412,3013,11987,0.7991,62.65,56.99
100,Lateral,A,88,1,True,False,False,False,Sunny,False,56,31,32,463,10158,0.0218,0.0412,5958,24042,0.8014,166.75,163.69
100,Tribuna,A,88,1,True,False,False,False,Sunny,False,56,31,32,463,10158,0.0218,0.0412,5159,19841,0.7936,257.29,296.88
100,VIP,A,88,1,True,False,False,False,Sunny,False,56,31,32,463,10158,0.0218,0.0412,918,3082,0.7705,548.59,569.22
100,Gol Nord,A,88,1,True,False,False,False,Sunny,False,55,42,20,325,5894,0.0089,0.1573,3167,11833,0.7889,53.02,55.54
100,Gol Sud,A,88,1,True,False,False,False,Sunny,False,55,42,20,325,5894,0.0089,0.1573,3164,11836,0.7891,54.13,55.93
100,Lateral,A,88,1,True,False,False,False,Sunny,False,55,42,20,325,5894,0.0089,0.1573,6208,23792,0.7931,194.01,178.09
100,Tribuna,A,88,1,True,False,False,False,Sunny,False,55,42,20,325,5894,0.0089,0.1573,5227,19773,0.7909,257.02,281.99
100,VIP,A,88,1,True,False,False,False,Sunny,False,55,42,20,325,5894,0.0089,0.1573,951,3049,0.7622,613.26,534.2
100,Gol Nord,A,88,1,True,False,False,False,Sunny,False,54,44,20,474,5000,0.0064,0.178,3296,11704,0.7803,42.37,52.22
100,Gol Sud,A,88,1,True,False,False,False,Sunny,False,54,44,20,474,5000,0.0064,0.178,3289,11711,0.7807,65.7,55.47
100,Lateral,A,88,1,True,False,False,False,Sunny,False,54,44,20,474,5000,0.0064,0.178,6450,23550,0.785,138.31,164.49
100,Tribuna,A,88,1,True,False,False,False,Sunny,False,54,44,20,474,5000,0.0064,0.178,5462,19538,0.7815,249.06,266.19
100,VIP,A,88,1,True,False,False,False,Sunny,False,54,44,20,474,5000,0.0064,0.178,971,3029,0.7572,658.73,590.59
100,Gol Nord,A,88,1,True,False,False,False,Sunny,False,53,31,20,275,6226,0.0245,0.2712,3303,11697,0.7798,50.6,56.05
100,Gol Sud,A,88,1,True,False,False,False,Sunny,False,53,31,20,275,6226,0.0245,0.2712,3440,11560,0.7707,68.62,58.06
100,Lateral,A,88,1,True,False,False,False,Sunny,False,53,31,20,275,6226,0.0245,0.2712,6605,23395,0.7798,160.35,181.4
100,Tribuna,A,88,1,True,False,False,False,Sunny,False,53,31,20,275,6226,0.0245,0.2712,5696,19304,0.7722,339.2,304.81
100,VIP,A,88,1,True,False,False,False,Sunny,False,53,31,20,275,6226,0.0245,0.2712,1002,2998,0.7495,521.32,622.38
100,Gol Nord,A,88,1,True,False,False,False,Sunny,False,52,20,21,483,11580,0.007,-0.3379,3458,11542,0.7695,67.36,58.34
100,Gol Sud,A,88,1,True,False,False,False,Sunny,False,52,20,21,483,11580,0.007,-0.3379,3554,11446,0.7631,69.1,62.6
100,Lateral,A,88,1,True,False,False,False,Sunny,False,52,20,21,483,11580,0.007,-0.3379,6882,23118,0.7706,169.4,176.87
100,Tribuna,A,88,1,True,False,False,False,Sunny,False,52,20,21,483,11580,0.007,-0.3379,5872,19128,0.7651,301.32,275.59
100,VIP,A,88,1,True,False,False,False,Sunny,False,52,20,21,483,11580,0.007,-0.3379,1041,2959,0.7398,551.2,533.78
100,Gol Nord,A,88,1,True,False,False,False,Sunny,False,51,28,22,202,9514,0.005,0.0559,3595,11405,0.7603,48.71,57.86
100,Gol Sud,A,88,1,True,False,False,False,Sunny,False,51,28,22,202,9514,0.005,0.0559,3705,11295,0.753,50.95,58.1
100,Lateral,A,88,1,True,False,False,False,Sunny,False,51,28,22,202,9514,0.005,0.0559,7281,22719,0.7573,210.8,184.67
100,Tribuna,A,88,1,True,False,False,False,Sunny,False,51,28,22,202,9514,0.005,0.0559,6146,18854,0.7542,334.11,302.89
100,VIP,A,88,1,True,False,False,False,Sunny,False,51,28,22,202,9514,0.005,0.0559,1087,2913,0.7282,694.95,644.13
100,Gol Nord,A,88,1,True,False,False,False,Sunny,False,50,20,20,212,7136,0.0143,0.3102,3726,11274,0.7516,54.68,57.56
